time_stamp,Month,Average 60 m temperature,Average 60 m wind speed,Vector-averaged 60 m wind speed,Vector-averaged 60 m wind direction,Standard deviation of 60 m wind direction,Total precipitaion for the period,Estimated heat flux,Estimated friction velocity,Average 10 m temperature,Average 10 m wind speed,Vector-averaged 10 m wind speed,Vector-averaged 10 m wind direction,Standard deviation of 10 m wind direction,Average global irrradiation,Average net radiation,Estimated surface roughness length,day_month,Average 10 m vapor pressure,Average 10 m dew point temperature,hour_min,time_stamp,target,p_target
2020_02_26_10_30,02,-2.3892,829.32,814.63,352.01,10.777000000000001,0.0,99999.0,99999.0,-1.9371,99999.0,99999.0,99999.0,99999.0,259.35,39.7,99999.0,26,0.40399999999999997,-5.566,10_30,2020_02_26_10_30,2,1
2020_02_26_10_45,02,-2.3889,759.38,744.25,352.72,11.434000000000001,0.0,99999.0,99999.0,-1.9685,99999.0,99999.0,99999.0,99999.0,202.01,26.823,99999.0,26,0.406,-5.5197,10_45,2020_02_26_10_45,1,2
2020_02_26_11_00,02,-2.188,815.95,795.0,358.74,12.981,0.0,99999.0,99999.0,-1.7375,99999.0,99999.0,99999.0,99999.0,281.94,46.423,99999.0,26,0.409,-5.4263,11_00,2020_02_26_11_00,2,2
2020_02_26_11_15,02,-1.8342,720.92,699.45,356.52,13.977,0.0,99999.0,99999.0,-1.357,99999.0,99999.0,99999.0,99999.0,385.32,69.714,99999.0,26,0.41100000000000003,-5.3402,11_15,2020_02_26_11_15,2,2
2020_02_26_11_30,02,-1.3326,636.62,617.02,359.22,14.212,0.0,99999.0,99999.0,-0.8137,99999.0,99999.0,99999.0,99999.0,446.22,88.62299999999999,99999.0,26,0.419,-5.922000000000001,11_30,2020_02_26_11_30,2,2
2020_02_26_11_45,02,-1.1102,752.75,734.43,352.46,12.636,0.0,99999.0,99999.0,-0.5282,99999.0,99999.0,99999.0,99999.0,405.48,76.447,99999.0,26,0.418,-5.1178,11_45,2020_02_26_11_45,2,2
2020_02_26_12_00,02,-1.4945,782.11,769.5,343.37,10.282,0.0,99999.0,99999.0,-1.0052,99999.0,99999.0,99999.0,99999.0,245.6,40.830999999999996,99999.0,26,0.408,-5.4567,12_00,2020_02_26_12_00,2,2
2020_02_26_12_15,02,-1.8578,845.67,829.65,343.76,11.149000000000001,0.0,99999.0,99999.0,-1.3393,99999.0,99999.0,99999.0,99999.0,247.25,47.533,99999.0,26,0.41100000000000003,-5.3594,12_15,2020_02_26_12_15,2,2
2020_02_26_12_30,02,-2.0663,752.79,735.99,349.04,12.1,0.0,99999.0,99999.0,-1.5837,99999.0,99999.0,99999.0,99999.0,258.94,49.897,99999.0,26,0.409,-5.4219,12_30,2020_02_26_12_30,2,2
2020_02_26_12_45,02,-2.1904,803.86,790.24,346.54,10.546,0.0,99999.0,99999.0,-1.6965,99999.0,99999.0,99999.0,99999.0,231.52,44.928000000000004,99999.0,26,0.406,-5.513,12_45,2020_02_26_12_45,2,1
2020_02_26_13_00,02,-2.3052,845.69,826.54,343.42,12.19,0.0,99999.0,99999.0,-1.8533,99999.0,99999.0,99999.0,99999.0,161.86,28.184,99999.0,26,0.40299999999999997,-5.5902,13_00,2020_02_26_13_00,1,1
2020_02_26_13_15,02,-2.4139,757.87,749.72,344.24,8.3978,0.0,99999.0,99999.0,-1.9967,99999.0,99999.0,99999.0,99999.0,135.83,23.535999999999998,99999.0,26,0.40399999999999997,-5.5755,13_15,2020_02_26_13_15,1,1
2020_02_26_13_30,02,-2.5129,799.01,791.43,337.36,7.8875,0.0,99999.0,99999.0,-2.0539,99999.0,99999.0,99999.0,99999.0,177.02,34.28,99999.0,26,0.40399999999999997,-5.5792,13_30,2020_02_26_13_30,1,2
2020_02_26_13_45,02,-2.2565,780.28,765.56,343.37,11.124,0.0,99999.0,99999.0,-1.786,99999.0,99999.0,99999.0,99999.0,270.41,57.42100000000001,99999.0,26,0.406,-5.4966,13_45,2020_02_26_13_45,2,2
2020_02_26_14_00,02,-2.0147,743.34,733.22,346.0,9.4497,0.0,99999.0,99999.0,-1.5186,99999.0,99999.0,99999.0,99999.0,275.23,58.555,99999.0,26,0.40700000000000003,-5.4882,14_00,2020_02_26_14_00,2,1
2020_02_26_14_15,02,-1.9642,840.99,828.64,342.4,9.8158,0.0,99999.0,99999.0,-1.5,99999.0,99999.0,99999.0,99999.0,169.27,30.753,99999.0,26,0.39899999999999997,-5.753,14_15,2020_02_26_14_15,1,1
2020_02_26_14_30,02,-1.9851,859.65,847.73,341.28,9.5362,0.0,99999.0,99999.0,-1.5722,99999.0,99999.0,99999.0,99999.0,149.66,28.609,99999.0,26,0.38799999999999996,-6.921,14_30,2020_02_26_14_30,1,1
2020_02_26_14_45,02,-2.0487,751.5,740.08,336.37,9.9825,0.0,99999.0,99999.0,-1.6424,99999.0,99999.0,99999.0,99999.0,151.9,30.035999999999998,99999.0,26,0.389,-6.5760000000000005,14_45,2020_02_26_14_45,1,2
2020_02_26_15_00,02,-2.1833,754.45,741.66,335.47,10.547,0.0,99999.0,99999.0,-1.7376,99999.0,99999.0,99999.0,99999.0,194.5,42.059,99999.0,26,0.39,-6.297999999999999,15_00,2020_02_26_15_00,2,1
2020_02_26_15_15,02,-2.2011,702.72,692.37,339.66,9.8307,0.0,99999.0,99999.0,-1.7886,99999.0,99999.0,99999.0,99999.0,122.44,21.267,99999.0,26,0.386,-6.18,15_15,2020_02_26_15_15,1,1
2020_02_26_15_30,02,-2.2831,725.37,713.01,341.1,10.574000000000002,0.0,99999.0,99999.0,-1.9188,99999.0,99999.0,99999.0,99999.0,88.65899999999999,13.932,99999.0,26,0.375,-6.5406,15_30,2020_02_26_15_30,1,1
2020_02_26_15_45,02,-2.3761,566.42,552.13,333.04,12.864,0.0,99999.0,99999.0,-2.0097,99999.0,99999.0,99999.0,99999.0,97.913,16.247,99999.0,26,0.37799999999999995,-6.4469,15_45,2020_02_26_15_45,1,1
2020_02_26_16_00,02,-2.3013,665.4,649.55,334.9,12.503,0.0,99999.0,99999.0,-1.9755,99999.0,99999.0,99999.0,99999.0,66.92699999999999,6.6265,99999.0,26,0.35100000000000003,-7.4046,16_00,2020_02_26_16_00,1,1
2020_02_26_16_15,02,-2.3926,774.08,761.63,330.76,10.270999999999999,0.0,99999.0,99999.0,-2.0714,99999.0,99999.0,99999.0,99999.0,72.425,8.1582,99999.0,26,0.327,-8.309,16_15,2020_02_26_16_15,1,1
2020_02_26_16_30,02,-2.5861,832.49,819.14,337.49,10.255999999999998,0.0,99999.0,99999.0,-2.2926,99999.0,99999.0,99999.0,99999.0,36.578,0.462,99999.0,26,0.314,-8.84,16_30,2020_02_26_16_30,1,1
2020_02_26_16_45,02,-2.7314,769.87,756.98,335.32,10.478,0.0,99999.0,99999.0,-2.4447,99999.0,99999.0,99999.0,99999.0,36.891999999999996,1.469,99999.0,26,0.311,-8.9395,16_45,2020_02_26_16_45,1,0
2020_02_26_17_00,02,-2.8062,743.75,729.9,332.37,11.054,0.0,99999.0,99999.0,-2.5438,99999.0,99999.0,99999.0,99999.0,18.570999999999998,-4.1047,99999.0,26,0.308,-9.61,17_00,2020_02_26_17_00,0,0
2020_02_26_17_15,02,-2.9303,692.9,681.75,341.79,10.277000000000001,0.0,99999.0,99999.0,-2.6772,99999.0,99999.0,99999.0,99999.0,10.663,-6.8276,99999.0,26,0.308,-9.61,17_15,2020_02_26_17_15,0,0
2020_02_26_17_30,02,-3.077,666.27,652.8,336.41,11.517999999999999,0.0,99999.0,99999.0,-2.8322,99999.0,99999.0,99999.0,99999.0,6.1672,-8.7675,99999.0,26,0.307,-9.1059,17_30,2020_02_26_17_30,0,0
2020_02_26_17_45,02,-3.1961,814.56,803.99,335.22,9.2277,0.0,99999.0,99999.0,-2.9594,99999.0,99999.0,99999.0,99999.0,2.7037,-10.024,99999.0,26,0.301,-9.3715,17_45,2020_02_26_17_45,0,0
2020_02_26_18_00,02,-3.3181,690.8,678.5,338.66,10.809000000000001,0.0,99999.0,99999.0,-3.0982,99999.0,99999.0,99999.0,99999.0,0.0,-10.865,99999.0,26,0.298,-9.4833,18_00,2020_02_26_18_00,0,0
2020_02_26_18_15,02,-3.4779,725.1,708.97,331.6,12.082,0.0,99999.0,99999.0,-3.2517,99999.0,99999.0,99999.0,99999.0,0.0,-10.645,99999.0,26,0.297,-9.5517,18_15,2020_02_26_18_15,0,0
2020_02_26_18_30,02,-3.5954,724.7,715.58,326.68,9.0869,0.0,99999.0,99999.0,-3.367,99999.0,99999.0,99999.0,99999.0,0.0,-10.318,99999.0,26,0.29100000000000004,-9.7948,18_30,2020_02_26_18_30,0,0
2020_02_26_18_45,02,-3.7485,675.28,662.28,324.3,11.237,0.0,99999.0,99999.0,-3.5133,99999.0,99999.0,99999.0,99999.0,0.0,-10.564,99999.0,26,0.28800000000000003,-9.9248,18_45,2020_02_26_18_45,0,0
2020_02_26_19_00,02,-3.9459,849.38,837.61,332.59,9.5382,0.0,99999.0,99999.0,-3.7031,99999.0,99999.0,99999.0,99999.0,0.0,-10.901,99999.0,26,0.27699999999999997,-10.0,19_00,2020_02_26_19_00,0,0
2020_02_26_19_15,02,-4.1466,874.33,855.3,336.16,11.95,0.0,99999.0,99999.0,-3.9164,99999.0,99999.0,99999.0,99999.0,0.0,-11.374,99999.0,26,0.263,-11.0,19_15,2020_02_26_19_15,0,0
2020_02_26_19_30,02,-4.1963,642.72,631.19,341.31,10.847000000000001,0.0,99999.0,99999.0,-3.9832,99999.0,99999.0,99999.0,99999.0,0.0,-11.423,99999.0,26,0.265,-10.0,19_30,2020_02_26_19_30,0,0
2020_02_26_19_45,02,-4.1948,725.69,716.12,336.57,9.306,0.0,99999.0,99999.0,-3.9842,99999.0,99999.0,99999.0,99999.0,0.0,-12.122,99999.0,26,0.265,-10.0,19_45,2020_02_26_19_45,0,0
2020_02_26_20_00,02,-4.1713,666.43,654.33,340.31,10.914000000000001,0.0,99999.0,99999.0,-3.9651,99999.0,99999.0,99999.0,99999.0,0.0,-13.75,99999.0,26,0.261,-11.0,20_00,2020_02_26_20_00,0,0
2020_02_26_20_15,02,-4.1355,650.41,635.47,331.46,12.279000000000002,0.0,99999.0,99999.0,-3.9682,99999.0,99999.0,99999.0,99999.0,0.0,-23.285,99999.0,26,0.26,-11.0,20_15,2020_02_26_20_15,0,0
2020_02_26_20_30,02,-4.1027,547.79,535.59,331.79,12.088,0.0,99999.0,99999.0,-3.9247,99999.0,99999.0,99999.0,99999.0,0.0,-18.993,99999.0,26,0.261,-11.0,20_30,2020_02_26_20_30,0,0
2020_02_26_20_45,02,-4.0518,597.36,588.01,333.53,10.136000000000001,0.0,99999.0,99999.0,-3.8959,99999.0,99999.0,99999.0,99999.0,0.0,-18.64,99999.0,26,0.26,-11.0,20_45,2020_02_26_20_45,0,0
2020_02_26_21_00,02,-4.0174,500.86,492.77,332.48,10.296,0.0,99999.0,99999.0,-3.8433,99999.0,99999.0,99999.0,99999.0,0.0,-18.609,99999.0,26,0.259,-11.0,21_00,2020_02_26_21_00,0,0
2020_02_26_21_15,02,-3.9887,517.66,512.15,328.83,8.3549,0.0,99999.0,99999.0,-3.8283,99999.0,99999.0,99999.0,99999.0,0.0,-17.723,99999.0,26,0.26,-11.0,21_15,2020_02_26_21_15,0,0
2020_02_26_21_30,02,-3.9914,478.9,472.05,327.42,9.6902,0.0,99999.0,99999.0,-3.8158,99999.0,99999.0,99999.0,99999.0,0.0,-15.244000000000002,99999.0,26,0.263,-11.0,21_30,2020_02_26_21_30,0,0
2020_02_26_21_45,02,-3.9934,499.77,490.91,322.19,10.785,0.0,99999.0,99999.0,-3.8223,99999.0,99999.0,99999.0,99999.0,0.0,-15.395,99999.0,26,0.265,-10.0,21_45,2020_02_26_21_45,0,0
2020_02_26_22_00,02,-4.0227,505.31,497.62,315.44,9.9939,0.0,99999.0,99999.0,-3.8418,99999.0,99999.0,99999.0,99999.0,0.0,-13.37,99999.0,26,0.27,-10.0,22_00,2020_02_26_22_00,0,0
2020_02_26_22_15,02,-4.11,410.02,404.39,304.92,9.4953,0.0,99999.0,99999.0,-3.9169,99999.0,99999.0,99999.0,99999.0,0.0,-12.140999999999998,99999.0,26,0.276,-10.0,22_15,2020_02_26_22_15,0,0
2020_02_26_22_30,02,-4.189,413.26,406.84,298.66,10.089,0.0,99999.0,99999.0,-3.9841,99999.0,99999.0,99999.0,99999.0,0.0,-13.154000000000002,99999.0,26,0.284,-10.0,22_30,2020_02_26_22_30,0,0
2020_02_26_22_45,02,-4.1036,499.45,492.58,309.2,9.4983,0.0,99999.0,99999.0,-3.9096,99999.0,99999.0,99999.0,99999.0,0.0,-13.68,99999.0,26,0.282,-10.0,22_45,2020_02_26_22_45,0,0
2020_02_26_23_00,02,-4.0375,447.59,440.12,312.28,10.463,0.0,99999.0,99999.0,-3.8522,99999.0,99999.0,99999.0,99999.0,0.0,-13.13,99999.0,26,0.27899999999999997,-10.0,23_00,2020_02_26_23_00,0,0
2020_02_26_23_15,02,-3.9857,510.89,500.2,314.18,11.714,0.0,99999.0,99999.0,-3.8014,99999.0,99999.0,99999.0,99999.0,0.0,-13.905,99999.0,26,0.276,-10.0,23_15,2020_02_26_23_15,0,0
2020_02_26_23_30,02,-3.9709,510.6,501.0,316.21,11.105,0.0,99999.0,99999.0,-3.7878,99999.0,99999.0,99999.0,99999.0,0.0,-16.877,99999.0,26,0.272,-10.0,23_30,2020_02_26_23_30,0,0
2020_02_26_23_45,02,-3.9361,500.38,493.21,310.16,9.6985,0.0,99999.0,99999.0,-3.7593,99999.0,99999.0,99999.0,99999.0,0.0,-19.033,99999.0,26,0.262,-11.0,23_45,2020_02_26_23_45,0,0
2020_02_26_00_00,02,-3.9253,483.19,476.87,315.36,9.2653,0.0,99999.0,99999.0,-3.7701,99999.0,99999.0,99999.0,99999.0,0.0,-17.855999999999998,99999.0,26,0.258,-11.0,00_00,2020_02_26_00_00,0,0
2020_02_27_00_15,02,-3.9063,517.29,510.42,315.57,9.3303,0.0,99999.0,99999.0,-3.7501,99999.0,99999.0,99999.0,99999.0,0.0,-15.793,99999.0,27,0.252,-11.0,00_15,2020_02_27_00_15,0,0
2020_02_27_00_30,02,-3.9133,533.31,527.22,318.62,8.6569,0.0,99999.0,99999.0,-3.7661,99999.0,99999.0,99999.0,99999.0,0.0,-14.327,99999.0,27,0.248,-11.0,00_30,2020_02_27_00_30,0,0
2020_02_27_00_45,02,-3.9904,406.24,400.18,322.47,9.8953,0.0,99999.0,99999.0,-3.8177,99999.0,99999.0,99999.0,99999.0,0.0,-14.001,99999.0,27,0.25,-11.0,00_45,2020_02_27_00_45,0,0
2020_02_27_01_00,02,-4.0372,470.22,464.53,317.82,8.9103,0.0,99999.0,99999.0,-3.8475,99999.0,99999.0,99999.0,99999.0,0.0,-13.458,99999.0,27,0.24600000000000002,-11.0,01_00,2020_02_27_01_00,0,0
2020_02_27_01_15,02,-4.0799,440.84,436.82,311.67,7.73,0.0,99999.0,99999.0,-3.9069,99999.0,99999.0,99999.0,99999.0,0.0,-12.475,99999.0,27,0.247,-11.0,01_15,2020_02_27_01_15,0,0
2020_02_27_01_30,02,-4.1217,430.89,424.25,314.53,10.049,0.0,99999.0,99999.0,-3.9456,99999.0,99999.0,99999.0,99999.0,0.0,-13.145,99999.0,27,0.248,-11.0,01_30,2020_02_27_01_30,0,0
2020_02_27_01_45,02,-4.1621,394.49,388.16,314.22,10.257,0.0,99999.0,99999.0,-3.9776,99999.0,99999.0,99999.0,99999.0,0.0,-12.889000000000001,99999.0,27,0.248,-11.0,01_45,2020_02_27_01_45,0,0
2020_02_27_02_00,02,-4.1719,389.98,385.13,311.24,9.0303,0.0,99999.0,99999.0,-4.0103,99999.0,99999.0,99999.0,99999.0,0.0,-12.322000000000001,99999.0,27,0.248,-11.0,02_00,2020_02_27_02_00,0,0
2020_02_27_02_15,02,-4.1855,390.91,385.05,303.39,9.9127,0.0,99999.0,99999.0,-4.0198,99999.0,99999.0,99999.0,99999.0,0.0,-11.954,99999.0,27,0.254,-11.0,02_15,2020_02_27_02_15,0,0
2020_02_27_02_30,02,-4.2558,327.69,324.18,302.69,8.3832,0.0,99999.0,99999.0,-4.0841,99999.0,99999.0,99999.0,99999.0,0.0,-14.058,99999.0,27,0.256,-11.0,02_30,2020_02_27_02_30,0,0
2020_02_27_02_45,02,-4.2675,358.73,354.19,300.2,9.1062,0.0,99999.0,99999.0,-4.0988,99999.0,99999.0,99999.0,99999.0,0.0,-14.556,99999.0,27,0.259,-11.0,02_45,2020_02_27_02_45,0,0
2020_02_27_03_00,02,-4.3137,357.64,351.0,301.14,11.036,0.0,99999.0,99999.0,-4.136,99999.0,99999.0,99999.0,99999.0,0.0,-15.51,99999.0,27,0.26899999999999996,-10.0,03_00,2020_02_27_03_00,0,0
2020_02_27_03_15,02,-4.3595,336.0,333.14,293.79,7.4735,0.0,99999.0,99999.0,-4.1837,99999.0,99999.0,99999.0,99999.0,0.0,-15.577,99999.0,27,0.278,-10.0,03_15,2020_02_27_03_15,0,0
2020_02_27_03_30,02,-4.3818,301.46,296.08,282.22,10.817,0.0,99999.0,99999.0,-4.2643,99999.0,99999.0,99999.0,99999.0,0.0,-15.946,99999.0,27,0.289,-9.8693,03_30,2020_02_27_03_30,0,0
2020_02_27_03_45,02,-4.3616,344.3,341.56,278.98,7.2285,0.0,99999.0,99999.0,-4.2053,99999.0,99999.0,99999.0,99999.0,0.0,-17.183,99999.0,27,0.292,-9.7231,03_45,2020_02_27_03_45,0,0
2020_02_27_04_00,02,-4.3783,299.68,295.85,280.42,9.155,0.0,99999.0,99999.0,-4.2481,99999.0,99999.0,99999.0,99999.0,0.0,-18.928,99999.0,27,0.29600000000000004,-9.5713,04_00,2020_02_27_04_00,0,0
2020_02_27_04_15,02,-4.3731,352.55,349.49,283.02,7.5391,0.0,99999.0,99999.0,-4.2465,99999.0,99999.0,99999.0,99999.0,0.0,-15.939,99999.0,27,0.295,-9.6128,04_15,2020_02_27_04_15,0,0
2020_02_27_04_30,02,-4.3818,308.42,305.22,284.55,8.2452,0.0,99999.0,99999.0,-4.2426,99999.0,99999.0,99999.0,99999.0,0.0,-16.525,99999.0,27,0.297,-9.5311,04_30,2020_02_27_04_30,0,0
2020_02_27_04_45,02,-4.3718,377.91,373.25,284.92,8.9971,0.0,99999.0,99999.0,-4.2341,99999.0,99999.0,99999.0,99999.0,0.0,-17.326,99999.0,27,0.3,-9.4019,04_45,2020_02_27_04_45,0,0
2020_02_27_05_00,02,-4.3518,386.1,383.07,277.53,7.1852,0.0,99999.0,99999.0,-4.1844,99999.0,99999.0,99999.0,99999.0,0.0,-15.026,99999.0,27,0.307,-9.952,05_00,2020_02_27_05_00,0,0
2020_02_27_05_15,02,-4.3153,511.69,505.75,278.22,8.7262,0.0,99999.0,99999.0,-4.0932,99999.0,99999.0,99999.0,99999.0,0.0,-12.929,99999.0,27,0.325,-8.3765,05_15,2020_02_27_05_15,0,0
2020_02_27_05_30,02,-4.4342,544.98,538.11,287.05,9.0915,0.0,99999.0,99999.0,-4.2117,99999.0,99999.0,99999.0,99999.0,0.0,-26.119,99999.0,27,0.32799999999999996,-8.2735,05_30,2020_02_27_05_30,0,0
2020_02_27_05_45,02,-4.747,602.63,594.64,286.53,9.3272,0.0,99999.0,99999.0,-4.6075,99999.0,99999.0,99999.0,99999.0,0.0,-58.736000000000004,99999.0,27,0.312,-8.9238,05_45,2020_02_27_05_45,0,0
2020_02_27_06_00,02,-5.1242,552.05,545.46,289.11,8.8523,0.0,99999.0,99999.0,-5.043,99999.0,99999.0,99999.0,99999.0,0.0,-60.32,99999.0,27,0.292,-9.7527,06_00,2020_02_27_06_00,0,0
2020_02_27_06_15,02,-5.3277,541.31,535.75,284.07,8.2123,0.0,99999.0,99999.0,-5.2899,99999.0,99999.0,99999.0,99999.0,0.0,-59.559,99999.0,27,0.287,-9.9402,06_15,2020_02_27_06_15,0,0
2020_02_27_06_30,02,-5.6164,558.05,551.98,287.5,8.4427,0.0,99999.0,99999.0,-5.5746,99999.0,99999.0,99999.0,99999.0,1.2106,-58.994,99999.0,27,0.28,-10.0,06_30,2020_02_27_06_30,0,0
2020_02_27_06_45,02,-5.8107,508.43,503.54,288.56,7.9424,0.0,99999.0,99999.0,-5.7734,99999.0,99999.0,99999.0,99999.0,8.274,-55.818999999999996,99999.0,27,0.26899999999999996,-10.0,06_45,2020_02_27_06_45,0,0
2020_02_27_07_00,02,-5.9173,521.66,516.26,286.08,8.2449,0.0,99999.0,99999.0,-5.8681,99999.0,99999.0,99999.0,99999.0,29.72,-50.333,99999.0,27,0.262,-11.0,07_00,2020_02_27_07_00,0,0
2020_02_27_07_15,02,-5.9686,507.04,502.05,284.64,8.0338,0.0,99999.0,99999.0,-5.8013,99999.0,99999.0,99999.0,99999.0,75.946,-34.498000000000005,99999.0,27,0.266,-10.0,07_15,2020_02_27_07_15,0,0
2020_02_27_07_30,02,-5.9222,529.27,524.47,284.27,7.7108,0.0,99999.0,99999.0,-5.6984,99999.0,99999.0,99999.0,99999.0,124.72,-16.971,99999.0,27,0.262,-11.0,07_30,2020_02_27_07_30,0,1
2020_02_27_07_45,02,-5.7105,504.42,497.34,285.85,9.5951,0.0,99999.0,99999.0,-5.4333,99999.0,99999.0,99999.0,99999.0,156.94,4.8538,99999.0,27,0.259,-11.0,07_45,2020_02_27_07_45,1,1
2020_02_27_08_00,02,-5.5619,492.55,485.59,286.5,9.6275,0.0,99999.0,99999.0,-5.255,99999.0,99999.0,99999.0,99999.0,179.45,10.87,99999.0,27,0.259,-11.0,08_00,2020_02_27_08_00,1,1
2020_02_27_08_15,02,-5.3333,505.99,497.7,280.07,10.37,0.0,99999.0,99999.0,-5.0088,99999.0,99999.0,99999.0,99999.0,210.75,21.505,99999.0,27,0.254,-11.0,08_15,2020_02_27_08_15,1,1
2020_02_27_08_30,02,-5.1921,566.54,560.81,282.27,8.1463,0.0,99999.0,99999.0,-4.8453,99999.0,99999.0,99999.0,99999.0,233.39,33.535,99999.0,27,0.252,-11.0,08_30,2020_02_27_08_30,1,2
2020_02_27_08_45,02,-4.9503,557.18,549.51,279.95,9.4992,0.0,99999.0,99999.0,-4.6105,99999.0,99999.0,99999.0,99999.0,265.19,44.406000000000006,99999.0,27,0.252,-11.0,08_45,2020_02_27_08_45,2,2
2020_02_27_09_00,02,-4.7523,536.09,525.13,273.9,11.585,0.0,99999.0,99999.0,-4.3443,99999.0,99999.0,99999.0,99999.0,277.94,55.886,99999.0,27,0.257,-11.0,09_00,2020_02_27_09_00,2,2
2020_02_27_09_15,02,-4.7078,520.35,514.14,260.09,8.8482,0.0,99999.0,99999.0,-4.2901,99999.0,99999.0,99999.0,99999.0,236.81,49.78,99999.0,27,0.262,-11.0,09_15,2020_02_27_09_15,2,2
2020_02_27_09_30,02,-4.5732,535.19,528.35,270.82,9.1576,0.0,99999.0,99999.0,-4.1368,99999.0,99999.0,99999.0,99999.0,264.53,59.742,99999.0,27,0.261,-11.0,09_30,2020_02_27_09_30,2,2
2020_02_27_09_45,02,-4.3777,594.28,589.89,266.2,6.9563,0.0,99999.0,99999.0,-3.9392,99999.0,99999.0,99999.0,99999.0,296.72,68.133,99999.0,27,0.258,-11.0,09_45,2020_02_27_09_45,2,2
2020_02_27_10_00,02,-3.9983,565.06,556.15,271.46,10.173,0.0,99999.0,99999.0,-3.5364,99999.0,99999.0,99999.0,99999.0,363.27,88.818,99999.0,27,0.268,-10.0,10_00,2020_02_27_10_00,2,2
2020_02_27_10_15,02,-3.9411,652.71,639.22,283.6,11.647,0.0,99999.0,99999.0,-3.4696,99999.0,99999.0,99999.0,99999.0,278.87,62.941,99999.0,27,0.278,-10.0,10_15,2020_02_27_10_15,2,2
2020_02_27_10_30,02,-4.0198,823.29,810.51,280.27,10.089,0.0,99999.0,99999.0,-3.55,99999.0,99999.0,99999.0,99999.0,258.85,59.826,99999.0,27,0.278,-10.0,10_30,2020_02_27_10_30,2,2
2020_02_27_10_45,02,-4.0238,765.73,754.96,274.64,9.6089,0.0,99999.0,99999.0,-3.5489,99999.0,99999.0,99999.0,99999.0,221.1,50.523999999999994,99999.0,27,0.285,-10.0,10_45,2020_02_27_10_45,2,2
2020_02_27_11_00,02,-4.0953,817.1,802.72,268.62,10.745999999999999,0.0,99999.0,99999.0,-3.6252,99999.0,99999.0,99999.0,99999.0,244.34,59.013999999999996,99999.0,27,0.29600000000000004,-9.589,11_00,2020_02_27_11_00,2,2
2020_02_27_11_15,02,-4.1261,863.34,850.6,265.48,9.8386,0.0,99999.0,99999.0,-3.6132,99999.0,99999.0,99999.0,99999.0,307.51,78.717,99999.0,27,0.306,-9.1589,11_15,2020_02_27_11_15,2,2
2020_02_27_11_30,02,-3.956,823.99,808.56,274.03,11.085,0.0,99999.0,99999.0,-3.4524,99999.0,99999.0,99999.0,99999.0,289.38,71.882,99999.0,27,0.302,-9.3174,11_30,2020_02_27_11_30,2,2
2020_02_27_11_45,02,-3.9017,753.73,736.82,282.99,12.132,0.0,99999.0,99999.0,-3.4869,99999.0,99999.0,99999.0,99999.0,222.36,51.458,99999.0,27,0.302,-9.3364,11_45,2020_02_27_11_45,2,2
2020_02_27_12_00,02,-3.889,893.55,880.47,275.33,9.8019,0.0,99999.0,99999.0,-3.4293,99999.0,99999.0,99999.0,99999.0,199.05,46.606,99999.0,27,0.305,-9.2133,12_00,2020_02_27_12_00,2,2
2020_02_27_12_15,02,-3.8201,911.78,903.54,278.0,7.7004,0.0,99999.0,99999.0,-3.3514,99999.0,99999.0,99999.0,99999.0,256.99,65.497,99999.0,27,0.305,-9.2051,12_15,2020_02_27_12_15,2,2
2020_02_27_12_30,02,-3.6728,758.55,749.09,286.78,9.0485,0.0,99999.0,99999.0,-3.2156,99999.0,99999.0,99999.0,99999.0,245.81,60.783,99999.0,27,0.31,-8.9971,12_30,2020_02_27_12_30,2,2
2020_02_27_12_45,02,-3.4555,651.48,636.65,285.48,12.224,0.0,99999.0,99999.0,-3.0097,99999.0,99999.0,99999.0,99999.0,243.0,60.155,99999.0,27,0.315,-8.8041,12_45,2020_02_27_12_45,2,2
2020_02_27_13_00,02,-3.2937,732.7,715.82,281.74,12.290999999999999,0.0,99999.0,99999.0,-2.8569,99999.0,99999.0,99999.0,99999.0,209.3,49.68,99999.0,27,0.313,-8.8592,13_00,2020_02_27_13_00,2,2
2020_02_27_13_15,02,-3.2178,676.58,666.07,280.26,10.094,0.0,99999.0,99999.0,-2.7876,99999.0,99999.0,99999.0,99999.0,208.04,49.949,99999.0,27,0.312,-8.8944,13_15,2020_02_27_13_15,2,2
2020_02_27_13_30,02,-3.1681,800.12,790.67,285.28,8.8029,0.0,99999.0,99999.0,-2.7536,99999.0,99999.0,99999.0,99999.0,211.72,51.607,99999.0,27,0.309,-9.196,13_30,2020_02_27_13_30,2,2
2020_02_27_13_45,02,-3.0525,762.11,749.17,287.25,10.554,0.0,99999.0,99999.0,-2.6391,99999.0,99999.0,99999.0,99999.0,216.73,53.083999999999996,99999.0,27,0.308,-9.79,13_45,2020_02_27_13_45,2,2
2020_02_27_14_00,02,-2.9991,775.2,764.62,285.52,9.4638,0.0,99999.0,99999.0,-2.5605,99999.0,99999.0,99999.0,99999.0,254.45,65.2,99999.0,27,0.304,-9.2196,14_00,2020_02_27_14_00,2,2
2020_02_27_14_15,02,-2.7324,751.06,736.6,283.03,11.238,0.0,99999.0,99999.0,-2.2799,99999.0,99999.0,99999.0,99999.0,236.08,57.294,99999.0,27,0.302,-9.3085,14_15,2020_02_27_14_15,2,2
