,Day of the month,Month,Year,Mid averaging-period time,Pasquill stability class,Average 60 m wind direction (scalar) (units: deg),Average 60 m wind speed (scalar) (units: m/s),Standard deviation of 60 m wind direction (units: deg),Average 60 m temperature (units:deg C),Average 10 m wind direction (scalar) (units: deg),Average 10 m wind speed (scalar) (units: m/s),Standard deviation of 10 m wind direction (units: deg),Average 10 m temperature (units: deg C),Average dew point temperature (units: deg C),Average relative humidity (units: %),Average temperature difference/100m (units: deg C/100m),Total precipitation (units: mm),Average solar radiation (units: Watts/m**2),Average net radiation (units: Watts/m**2),Average barometric pressure (units: kPa),Average water vapor pressure (units: kPa),Average 10 cm soil temperature (units: deg C),Average 100 cm soil temperature (units: deg C),Average 10 ft soil temperature (units: deg C),date,p_Day of the month,p_Month,p_Year,p_Mid averaging-period time,p_Pasquill stability class,p_Average 60 m wind direction (scalar) (units: deg),p_Average 60 m wind speed (scalar) (units: m/s),p_Standard deviation of 60 m wind direction (units: deg),p_Average 60 m temperature (units:deg C),p_Average 10 m wind direction (scalar) (units: deg),p_Average 10 m wind speed (scalar) (units: m/s),p_Standard deviation of 10 m wind direction (units: deg),p_Average 10 m temperature (units: deg C),p_Average dew point temperature (units: deg C),p_Average relative humidity (units: %),p_Average temperature difference/100m (units: deg C/100m),p_Total precipitation (units: mm),p_Average solar radiation (units: Watts/m**2),p_Average net radiation (units: Watts/m**2),p_Average barometric pressure (units: kPa),p_Average water vapor pressure (units: kPa),p_Average 10 cm soil temperature (units: deg C),p_Average 100 cm soil temperature (units: deg C),p_Average 10 ft soil temperature (units: deg C),p_date,target
58,28,1.0,20.0,1630.0,X   ,276.8,2.4,28.0,-1.599,999.09999,9.0999,99.0,-1.0,-4.2,79.5,-0.9,0.0,7.1,-3.9,99.56,0.45,0.0,4.0,8.4,2020_01_28_16,28,1.0,20.0,1730.0,X   ,305.0,2.4,26.7,-1.7990000000000002,999.09999,9.0999,99.0,-1.3,-4.2,81.2,-0.8,0.0,0.0,-9.0,99.56,0.45,0.0,4.0,8.4,2020_01_28_17,0
59,28,1.0,20.0,1730.0,X   ,305.0,2.4,26.7,-1.7990000000000002,999.09999,9.0999,99.0,-1.3,-4.2,81.2,-0.8,0.0,0.0,-9.0,99.56,0.45,0.0,4.0,8.4,2020_01_28_17,28,1.0,20.0,1830.0,X   ,318.8,1.9,39.7,-1.699,999.09999,9.0999,99.0,-1.2,-4.5,79.1,-0.8,0.0,0.0,-9.1,99.6,0.44,0.0,4.0,8.4,2020_01_28_18,0
60,28,1.0,20.0,1830.0,X   ,318.8,1.9,39.7,-1.699,999.09999,9.0999,99.0,-1.2,-4.5,79.1,-0.8,0.0,0.0,-9.1,99.6,0.44,0.0,4.0,8.4,2020_01_28_18,28,1.0,20.0,1930.0,X   ,358.5,2.4,43.5,-1.699,999.09999,9.0999,99.0,-1.2,-4.6,78.3,-0.7,0.0,0.0,-9.1,99.61,0.44,0.0,4.0,8.4,2020_01_28_19,0
61,28,1.0,20.0,2030.0,X   ,41.9,1.6,36.7,-1.599,999.09999,9.0999,99.0,-1.1,-4.8,76.5,-0.8,0.0,0.0,-9.4,99.62,0.43,0.0,4.0,8.4,2020_01_28_20,28,1.0,20.0,2130.0,X   ,777.7,0.97,77.7,-1.499,999.09999,9.0999,99.0,-1.1,-4.6,77.4,-0.6,0.0,0.0,-9.3,99.62,0.43,0.0,4.0,8.4,2020_01_28_21,0
62,28,1.0,20.0,2130.0,X   ,777.7,0.97,77.7,-1.499,999.09999,9.0999,99.0,-1.1,-4.6,77.4,-0.6,0.0,0.0,-9.3,99.62,0.43,0.0,4.0,8.4,2020_01_28_21,28,1.0,20.0,2230.0,X   ,99.8,1.1,74.5,-1.499,999.09999,9.0999,99.0,-1.2,-4.6,78.4,-0.4,0.0,0.0,-9.0,99.63,0.44,0.0,4.0,8.4,2020_01_28_22,0
63,28,1.0,20.0,2230.0,X   ,99.8,1.1,74.5,-1.499,999.09999,9.0999,99.0,-1.2,-4.6,78.4,-0.4,0.0,0.0,-9.0,99.63,0.44,0.0,4.0,8.4,2020_01_28_22,28,1.0,20.0,2330.0,X   ,334.1,1.9,44.8,-1.599,999.09999,9.0999,99.0,-1.3,-4.2,81.1,-0.3,0.0,0.0,-8.5,99.65,0.45,0.0,4.0,8.3,2020_01_28_23,0
64,28,1.0,20.0,2330.0,X   ,334.1,1.9,44.8,-1.599,999.09999,9.0999,99.0,-1.3,-4.2,81.1,-0.3,0.0,0.0,-8.5,99.65,0.45,0.0,4.0,8.3,2020_01_28_23,29,1.0,20.0,30.0,X   ,352.5,1.9,74.6,-1.7990000000000002,999.09999,9.0999,99.0,-1.3,-4.3,81.1,-0.7,0.0,0.0,-8.6,99.66,0.45,0.0,4.0,8.4,2020_01_29_00,0
65,29,1.0,20.0,30.0,X   ,352.5,1.9,74.6,-1.7990000000000002,999.09999,9.0999,99.0,-1.3,-4.3,81.1,-0.7,0.0,0.0,-8.6,99.66,0.45,0.0,4.0,8.4,2020_01_29_00,29,1.0,20.0,130.0,X   ,6.3,2.3,33.2,-1.7990000000000002,999.09999,9.0999,99.0,-1.5,-4.3,82.4,-0.4,0.0,0.0,-8.7,99.67,0.45,0.0,4.0,8.3,2020_01_29_01,0
66,29,1.0,20.0,130.0,X   ,6.3,2.3,33.2,-1.7990000000000002,999.09999,9.0999,99.0,-1.5,-4.3,82.4,-0.4,0.0,0.0,-8.7,99.67,0.45,0.0,4.0,8.3,2020_01_29_01,29,1.0,20.0,230.0,X   ,23.3,4.3,78.7,-1.899,999.09999,9.0999,99.0,-1.5,-4.2,82.7,-0.6,0.0,0.0,-8.8,99.68,0.45,0.0,4.0,8.3,2020_01_29_02,0
67,29,1.0,20.0,230.0,X   ,23.3,4.3,78.7,-1.899,999.09999,9.0999,99.0,-1.5,-4.2,82.7,-0.6,0.0,0.0,-8.8,99.68,0.45,0.0,4.0,8.3,2020_01_29_02,29,1.0,20.0,330.0,X   ,777.7,1.77,77.7,-1.899,999.09999,9.0999,99.0,-1.6,-4.1,83.8,-0.4,0.0,0.0,-8.7,99.68,0.45,0.0,4.0,8.3,2020_01_29_03,0
68,29,1.0,20.0,330.0,X   ,777.7,1.77,77.7,-1.899,999.09999,9.0999,99.0,-1.6,-4.1,83.8,-0.4,0.0,0.0,-8.7,99.68,0.45,0.0,4.0,8.3,2020_01_29_03,29,1.0,20.0,430.0,X   ,777.7,1.17,77.7,-1.7990000000000002,999.09999,9.0999,99.0,-1.5,-4.2,82.5,-0.3,0.0,0.0,-8.7,99.7,0.45,0.0,3.9,8.3,2020_01_29_04,0
69,29,1.0,20.0,430.0,X   ,777.7,1.17,77.7,-1.7990000000000002,999.09999,9.0999,99.0,-1.5,-4.2,82.5,-0.3,0.0,0.0,-8.7,99.7,0.45,0.0,3.9,8.3,2020_01_29_04,29,1.0,20.0,530.0,X   ,125.9,2.9,75.9,-1.7990000000000002,999.09999,9.0999,99.0,-1.5,-4.0,83.4,-0.4,0.0,0.0,-8.9,99.73,0.45,0.0,3.9,8.3,2020_01_29_05,0
70,29,1.0,20.0,830.0,X   ,777.7,1.07,77.7,-2.199,999.09999,9.0999,99.0,-1.6,-2.7,93.5,-0.9,0.0,67.3,31.5,99.84,0.5,0.0,3.9,8.3,2020_01_29_08,29,1.0,20.0,930.0,X   ,777.7,1.07,77.7,-1.999,999.09999,9.0999,99.0,-1.4,-2.0,96.1,-1.0,0.0,68.7,30.3,99.88,0.53,0.0,3.9,8.3,2020_01_29_09,1
71,29,1.0,20.0,930.0,X   ,777.7,1.07,77.7,-1.999,999.09999,9.0999,99.0,-1.4,-2.0,96.1,-1.0,0.0,68.7,30.3,99.88,0.53,0.0,3.9,8.3,2020_01_29_09,29,1.0,20.0,1030.0,X   ,105.5,2.1,18.5,-1.699,999.09999,9.0999,99.0,-1.1,-2.0,93.8,-1.1,0.0,129.6,59.9,99.92,0.53,0.0,4.0,8.3,2020_01_29_10,2
72,29,1.0,20.0,1030.0,X   ,105.5,2.1,18.5,-1.699,999.09999,9.0999,99.0,-1.1,-2.0,93.8,-1.1,0.0,129.6,59.9,99.92,0.53,0.0,4.0,8.3,2020_01_29_10,29,1.0,20.0,1130.0,X   ,100.6,2.0,15.3,-1.7990000000000002,999.09999,9.0999,99.0,-1.1,-2.0,94.6,-1.0,0.0,59.5,29.7,99.89,0.53,0.0,3.9,8.3,2020_01_29_11,1
73,29,1.0,20.0,1130.0,X   ,100.6,2.0,15.3,-1.7990000000000002,999.09999,9.0999,99.0,-1.1,-2.0,94.6,-1.0,0.0,59.5,29.7,99.89,0.53,0.0,3.9,8.3,2020_01_29_11,29,1.0,20.0,1230.0,X   ,128.6,1.3,21.2,-1.399,999.09999,9.0999,99.0,-0.8,-2.5,88.6,-1.1,0.0,96.8,51.1,99.84,0.51,0.1,3.9,8.3,2020_01_29_12,1
74,29,1.0,20.0,1330.0,X   ,115.1,1.1,29.8,-1.099,999.09999,9.0999,99.0,-0.5,-2.8,84.8,-1.1,0.0,93.9,46.7,99.81,0.5,0.1,4.0,8.3,2020_01_29_13,29,1.0,20.0,1430.0,X   ,777.7,0.87,77.7,-0.899,999.09999,9.0999,99.0,-0.3,-2.8,83.2,-1.0,0.0,100.6,41.4,99.81,0.5,0.1,3.9,8.3,2020_01_29_14,1
75,29,1.0,20.0,1530.0,X   ,777.7,0.97,77.7,-0.9990000000000001,999.09999,9.0999,99.0,-0.4,-2.7,84.5,-0.9,0.0,37.5,11.9,99.82,0.5,0.1,3.9,8.3,2020_01_29_15,29,1.0,20.0,1630.0,X   ,149.4,1.0,17.4,-0.9990000000000001,999.09999,9.0999,99.0,-0.6,-2.7,85.6,-0.7,0.0,7.3,-5.2,99.83,0.5,0.1,3.9,8.3,2020_01_29_16,1
76,29,1.0,20.0,1630.0,X   ,149.4,1.0,17.4,-0.9990000000000001,999.09999,9.0999,99.0,-0.6,-2.7,85.6,-0.7,0.0,7.3,-5.2,99.83,0.5,0.1,3.9,8.3,2020_01_29_16,29,1.0,20.0,1730.0,X   ,125.5,1.3,11.1,-0.9990000000000001,999.09999,9.0999,99.0,-0.6,-3.0,83.7,-0.6,0.0,0.0,-10.2,99.85,0.49,0.0,3.9,8.3,2020_01_29_17,0
77,29,1.0,20.0,1730.0,X   ,125.5,1.3,11.1,-0.9990000000000001,999.09999,9.0999,99.0,-0.6,-3.0,83.7,-0.6,0.0,0.0,-10.2,99.85,0.49,0.0,3.9,8.3,2020_01_29_17,29,1.0,20.0,1830.0,X   ,138.6,1.6,7.0,-1.099,999.09999,9.0999,99.0,-0.7,-3.1,84.1,-0.5,0.0,0.0,-9.3,99.88,0.49,0.0,3.9,8.3,2020_01_29_18,0
78,29,1.0,20.0,1830.0,X   ,138.6,1.6,7.0,-1.099,999.09999,9.0999,99.0,-0.7,-3.1,84.1,-0.5,0.0,0.0,-9.3,99.88,0.49,0.0,3.9,8.3,2020_01_29_18,29,1.0,20.0,1930.0,X   ,166.4,1.7,14.7,-1.099,999.09999,9.0999,99.0,-0.8,-3.1,84.8,-0.4,0.0,0.0,-9.3,99.89,0.49,0.0,3.9,8.3,2020_01_29_19,0
79,29,1.0,20.0,1930.0,X   ,166.4,1.7,14.7,-1.099,999.09999,9.0999,99.0,-0.8,-3.1,84.8,-0.4,0.0,0.0,-9.3,99.89,0.49,0.0,3.9,8.3,2020_01_29_19,29,1.0,20.0,2030.0,X   ,777.7,0.97,77.7,-1.099,999.09999,9.0999,99.0,-0.9,-3.1,85.6,-0.3,0.0,0.0,-9.8,99.87,0.49,0.0,3.9,8.3,2020_01_29_20,0
80,29,1.0,20.0,2030.0,X   ,777.7,0.97,77.7,-1.099,999.09999,9.0999,99.0,-0.9,-3.1,85.6,-0.3,0.0,0.0,-9.8,99.87,0.49,0.0,3.9,8.3,2020_01_29_20,29,1.0,20.0,2130.0,X   ,171.9,2.2,66.6,-1.099,999.09999,9.0999,99.0,-0.8,-3.2,84.0,-0.5,0.0,0.0,-9.9,99.86,0.48,0.0,3.9,8.3,2020_01_29_21,0
81,29,1.0,20.0,2130.0,X   ,171.9,2.2,66.6,-1.099,999.09999,9.0999,99.0,-0.8,-3.2,84.0,-0.5,0.0,0.0,-9.9,99.86,0.48,0.0,3.9,8.3,2020_01_29_21,29,1.0,20.0,2230.0,X   ,777.7,1.17,77.7,-1.199,999.09999,9.0999,99.0,-1.0,-3.2,85.3,-0.3,0.0,0.0,-10.0,99.86,0.48,0.1,3.9,8.3,2020_01_29_22,0
82,30,1.0,20.0,30.0,X   ,166.2,1.7,7.1,-1.399,999.09999,9.0999,99.0,-1.1,-2.9,88.1,-0.4,0.0,0.0,-9.8,99.82,0.49,0.0,3.9,8.3,2020_01_30_00,30,1.0,20.0,130.0,X   ,217.1,1.7,38.0,-1.399,999.09999,9.0999,99.0,-1.3,-3.0,88.4,0.0,0.0,0.0,-10.1,99.82,0.49,0.1,3.9,8.3,2020_01_30_01,0
83,30,1.0,20.0,130.0,X   ,217.1,1.7,38.0,-1.399,999.09999,9.0999,99.0,-1.3,-3.0,88.4,0.0,0.0,0.0,-10.1,99.82,0.49,0.1,3.9,8.3,2020_01_30_01,30,1.0,20.0,230.0,X   ,277.3,1.6,15.4,-1.399,999.09999,9.0999,99.0,-1.1,-3.2,85.9,-0.4,0.0,0.0,-10.2,99.82,0.48,0.1,3.9,8.3,2020_01_30_02,0
84,30,1.0,20.0,230.0,X   ,277.3,1.6,15.4,-1.399,999.09999,9.0999,99.0,-1.1,-3.2,85.9,-0.4,0.0,0.0,-10.2,99.82,0.48,0.1,3.9,8.3,2020_01_30_02,30,1.0,20.0,330.0,X   ,777.7,0.67,77.7,-1.399,999.09999,9.0999,99.0,-1.2,-3.1,88.0,-0.1,0.0,0.0,-10.1,99.8,0.49,0.1,3.9,8.3,2020_01_30_03,0
85,30,1.0,20.0,330.0,X   ,777.7,0.67,77.7,-1.399,999.09999,9.0999,99.0,-1.2,-3.1,88.0,-0.1,0.0,0.0,-10.1,99.8,0.49,0.1,3.9,8.3,2020_01_30_03,30,1.0,20.0,430.0,X   ,777.7,0.77,77.7,-1.499,999.09999,9.0999,99.0,-1.4,-3.3,87.6,0.0,0.0,0.0,-9.7,99.81,0.48,0.1,3.9,8.3,2020_01_30_04,0
86,30,1.0,20.0,430.0,X   ,777.7,0.77,77.7,-1.499,999.09999,9.0999,99.0,-1.4,-3.3,87.6,0.0,0.0,0.0,-9.7,99.81,0.48,0.1,3.9,8.3,2020_01_30_04,30,1.0,20.0,530.0,X   ,155.4,1.0,28.8,-1.599,999.09999,9.0999,99.0,-1.5,-3.4,88.1,0.0,0.0,0.0,-9.9,99.84,0.48,0.1,3.9,8.3,2020_01_30_05,0
87,30,1.0,20.0,530.0,X   ,155.4,1.0,28.8,-1.599,999.09999,9.0999,99.0,-1.5,-3.4,88.1,0.0,0.0,0.0,-9.9,99.84,0.48,0.1,3.9,8.3,2020_01_30_05,30,1.0,20.0,630.0,X   ,197.1,1.6,16.0,-1.399,999.09999,9.0999,99.0,-1.4,-3.5,86.9,0.3,0.0,0.0,-9.5,99.9,0.47,0.1,3.9,8.3,2020_01_30_06,0
88,30,1.0,20.0,730.0,X   ,169.7,2.0,14.8,-1.099,999.09999,9.0999,99.0,-1.3,-3.8,84.3,0.6,0.0,9.9,-3.9,99.92,0.46,0.1,3.9,8.3,2020_01_30_07,30,1.0,20.0,830.0,X   ,152.1,2.7,9.3,-0.9990000000000001,999.09999,9.0999,99.0,-0.9,-4.3,78.4,0.0,0.0,43.8,14.6,99.91,0.45,0.1,3.9,8.3,2020_01_30_08,1
89,30,1.0,20.0,830.0,X   ,152.1,2.7,9.3,-0.9990000000000001,999.09999,9.0999,99.0,-0.9,-4.3,78.4,0.0,0.0,43.8,14.6,99.91,0.45,0.1,3.9,8.3,2020_01_30_08,30,1.0,20.0,930.0,X   ,174.2,2.4,12.7,-0.899,999.09999,9.0999,99.0,-0.3,-5.4,68.6,-0.9,0.0,92.1,40.2,99.93,0.41,0.1,3.9,8.3,2020_01_30_09,1
90,30,1.0,20.0,930.0,X   ,174.2,2.4,12.7,-0.899,999.09999,9.0999,99.0,-0.3,-5.4,68.6,-0.9,0.0,92.1,40.2,99.93,0.41,0.1,3.9,8.3,2020_01_30_09,30,1.0,20.0,1030.0,X   ,177.0,2.9,14.4,-0.599,999.09999,9.0999,99.0,0.1,-5.8,64.4,-1.1,0.0,139.1,66.2,99.96,0.4,0.1,3.9,8.3,2020_01_30_10,2
91,30,1.0,20.0,1030.0,X   ,177.0,2.9,14.4,-0.599,999.09999,9.0999,99.0,0.1,-5.8,64.4,-1.1,0.0,139.1,66.2,99.96,0.4,0.1,3.9,8.3,2020_01_30_10,30,1.0,20.0,1130.0,X   ,179.7,3.4,13.8,-0.39899999999999997,999.09999,9.0999,99.0,0.2,-5.7,64.3,-1.1,0.0,156.5,76.0,99.95,0.4,0.1,3.9,8.3,2020_01_30_11,2
92,30,1.0,20.0,1130.0,X   ,179.7,3.4,13.8,-0.39899999999999997,999.09999,9.0999,99.0,0.2,-5.7,64.3,-1.1,0.0,156.5,76.0,99.95,0.4,0.1,3.9,8.3,2020_01_30_11,30,1.0,20.0,1230.0,X   ,161.6,2.5,21.7,-0.39899999999999997,999.09999,9.0999,99.0,0.3,-5.6,64.0,-1.1,0.0,143.6,69.2,99.9,0.4,0.1,3.9,8.3,2020_01_30_12,2
93,30,1.0,20.0,1330.0,X   ,167.5,2.7,16.3,-0.299,999.09999,9.0999,99.0,0.4,-5.6,64.1,-1.1,0.0,104.0,48.1,99.86,0.41,0.1,3.9,8.3,2020_01_30_13,30,1.0,20.0,1430.0,X   ,166.4,2.6,14.6,-0.19899999999999998,999.09999,9.0999,99.0,0.4,-5.1,66.1,-1.0,0.0,91.6,41.8,99.84,0.42,0.1,3.9,8.3,2020_01_30_14,1
94,30,1.0,20.0,1430.0,X   ,166.4,2.6,14.6,-0.19899999999999998,999.09999,9.0999,99.0,0.4,-5.1,66.1,-1.0,0.0,91.6,41.8,99.84,0.42,0.1,3.9,8.3,2020_01_30_14,30,1.0,20.0,1530.0,X   ,179.9,2.3,14.5,-0.099,999.09999,9.0999,99.0,0.5,-4.8,67.6,-1.0,0.0,57.2,23.2,99.85,0.43,0.1,3.9,8.3,2020_01_30_15,1
95,30,1.0,20.0,1630.0,X   ,194.1,2.5,16.0,0.099,999.09999,9.0999,99.0,0.4,-4.5,69.3,-0.8,0.0,13.0,-2.1,99.86,0.44,0.1,3.9,8.3,2020_01_30_16,30,1.0,20.0,1730.0,X   ,183.1,2.2,18.0,-0.19899999999999998,999.09999,9.0999,99.0,0.3,-4.5,70.4,-0.7,0.0,0.1,-10.3,99.86,0.44,0.1,3.9,8.3,2020_01_30_17,0
96,30,1.0,20.0,1730.0,X   ,183.1,2.2,18.0,-0.19899999999999998,999.09999,9.0999,99.0,0.3,-4.5,70.4,-0.7,0.0,0.1,-10.3,99.86,0.44,0.1,3.9,8.3,2020_01_30_17,30,1.0,20.0,1830.0,X   ,167.0,2.9,7.4,-0.39899999999999997,999.09999,9.0999,99.0,0.0,-3.8,75.5,-0.6,0.0,0.0,-10.6,99.85,0.46,0.1,3.9,8.3,2020_01_30_18,0
97,30,1.0,20.0,1830.0,X   ,167.0,2.9,7.4,-0.39899999999999997,999.09999,9.0999,99.0,0.0,-3.8,75.5,-0.6,0.0,0.0,-10.6,99.85,0.46,0.1,3.9,8.3,2020_01_30_18,30,1.0,20.0,1930.0,X   ,162.2,2.5,7.6,-0.499,999.09999,9.0999,99.0,-0.1,-3.7,76.8,-0.6,0.0,0.0,-9.9,99.83,0.47,0.1,3.9,8.3,2020_01_30_19,0
98,30,1.0,20.0,1930.0,X   ,162.2,2.5,7.6,-0.499,999.09999,9.0999,99.0,-0.1,-3.7,76.8,-0.6,0.0,0.0,-9.9,99.83,0.47,0.1,3.9,8.3,2020_01_30_19,30,1.0,20.0,2030.0,X   ,167.7,2.7,8.5,-0.599,999.09999,9.0999,99.0,-0.2,-3.7,77.5,-0.5,0.0,0.0,-8.4,99.84,0.47,0.1,3.8,8.3,2020_01_30_20,0
99,30,1.0,20.0,2030.0,X   ,167.7,2.7,8.5,-0.599,999.09999,9.0999,99.0,-0.2,-3.7,77.5,-0.5,0.0,0.0,-8.4,99.84,0.47,0.1,3.8,8.3,2020_01_30_20,30,1.0,20.0,2130.0,X   ,166.4,2.4,8.4,-0.6990000000000001,999.09999,9.0999,99.0,-0.2,-3.2,80.3,-0.6,0.0,0.0,-7.6,99.83,0.48,0.1,3.8,8.3,2020_01_30_21,0
100,30,1.0,20.0,2130.0,X   ,166.4,2.4,8.4,-0.6990000000000001,999.09999,9.0999,99.0,-0.2,-3.2,80.3,-0.6,0.0,0.0,-7.6,99.83,0.48,0.1,3.8,8.3,2020_01_30_21,30,1.0,20.0,2230.0,X   ,169.9,2.7,10.3,-0.6990000000000001,999.09999,9.0999,99.0,-0.3,-2.9,82.4,-0.7,0.0,0.0,-7.6,99.81,0.49,0.1,3.8,8.3,2020_01_30_22,0
101,30,1.0,20.0,2230.0,X   ,169.9,2.7,10.3,-0.6990000000000001,999.09999,9.0999,99.0,-0.3,-2.9,82.4,-0.7,0.0,0.0,-7.6,99.81,0.49,0.1,3.8,8.3,2020_01_30_22,30,1.0,20.0,2330.0,X   ,177.6,3.2,10.0,-0.6990000000000001,999.09999,9.0999,99.0,-0.2,-2.8,82.6,-0.7,0.0,0.0,-7.6,99.81,0.5,0.1,3.8,8.3,2020_01_30_23,0
102,30,1.0,20.0,2330.0,X   ,177.6,3.2,10.0,-0.6990000000000001,999.09999,9.0999,99.0,-0.2,-2.8,82.6,-0.7,0.0,0.0,-7.6,99.81,0.5,0.1,3.8,8.3,2020_01_30_23,31,1.0,20.0,30.0,X   ,182.4,2.9,8.6,-0.6990000000000001,999.09999,9.0999,99.0,-0.3,-2.8,82.6,-0.7,0.0,0.0,-6.6,99.79,0.5,0.1,3.8,8.3,2020_01_31_00,0
103,31,1.0,20.0,30.0,X   ,182.4,2.9,8.6,-0.6990000000000001,999.09999,9.0999,99.0,-0.3,-2.8,82.6,-0.7,0.0,0.0,-6.6,99.79,0.5,0.1,3.8,8.3,2020_01_31_00,31,1.0,20.0,130.0,X   ,177.3,2.8,8.8,-0.799,999.09999,9.0999,99.0,-0.4,-2.7,83.9,-0.6,0.0,0.0,-7.5,99.78,0.5,0.1,3.8,8.3,2020_01_31_01,0
104,31,1.0,20.0,130.0,X   ,177.3,2.8,8.8,-0.799,999.09999,9.0999,99.0,-0.4,-2.7,83.9,-0.6,0.0,0.0,-7.5,99.78,0.5,0.1,3.8,8.3,2020_01_31_01,31,1.0,20.0,230.0,X   ,180.6,3.1,9.1,-1.099,999.09999,9.0999,99.0,-0.6,-2.3,88.6,-0.6,0.0,0.0,-7.5,99.78,0.52,0.1,3.8,8.2,2020_01_31_02,0
105,31,1.0,20.0,230.0,X   ,180.6,3.1,9.1,-1.099,999.09999,9.0999,99.0,-0.6,-2.3,88.6,-0.6,0.0,0.0,-7.5,99.78,0.52,0.1,3.8,8.2,2020_01_31_02,31,1.0,20.0,330.0,X   ,184.2,2.7,10.2,-1.399,999.09999,9.0999,99.0,-1.0,-2.0,93.7,-0.6,0.0,0.0,-10.0,99.75,0.53,0.1,3.8,8.2,2020_01_31_03,0
106,31,1.0,20.0,330.0,X   ,184.2,2.7,10.2,-1.399,999.09999,9.0999,99.0,-1.0,-2.0,93.7,-0.6,0.0,0.0,-10.0,99.75,0.53,0.1,3.8,8.2,2020_01_31_03,31,1.0,20.0,430.0,X   ,184.4,2.8,6.8,-1.499,999.09999,9.0999,99.0,-1.1,-1.7,96.5,-0.6,0.0,0.0,-5.6,99.73,0.54,0.1,3.8,8.2,2020_01_31_04,0
107,31,1.0,20.0,430.0,X   ,184.4,2.8,6.8,-1.499,999.09999,9.0999,99.0,-1.1,-1.7,96.5,-0.6,0.0,0.0,-5.6,99.73,0.54,0.1,3.8,8.2,2020_01_31_04,31,1.0,20.0,530.0,X   ,183.4,3.0,5.9,-1.499,999.09999,9.0999,99.0,-1.2,-1.5,98.4,-0.5,0.0,0.0,-4.5,99.71,0.55,0.1,3.8,8.2,2020_01_31_05,0
108,31,1.0,20.0,630.0,X   ,182.8,2.3,7.6,-1.599,999.09999,9.0999,99.0,-1.3,-1.5,99.3,-0.4,0.0,0.0,-3.4,99.72,0.55,0.1,3.8,8.2,2020_01_31_06,31,1.0,20.0,730.0,X   ,166.1,2.1,9.7,-1.599,999.09999,9.0999,99.0,-1.3,-1.4,99.9,-0.4,0.0,16.1,0.4,99.73,0.55,0.1,3.8,8.2,2020_01_31_07,1
109,31,1.0,20.0,730.0,X   ,166.1,2.1,9.7,-1.599,999.09999,9.0999,99.0,-1.3,-1.4,99.9,-0.4,0.0,16.1,0.4,99.73,0.55,0.1,3.8,8.2,2020_01_31_07,31,1.0,20.0,830.0,X   ,153.6,2.2,9.6,-1.499,999.09999,9.0999,99.0,-0.9,-1.2,98.9,-0.9,0.0,54.8,9.2,99.76,0.56,0.1,3.8,8.2,2020_01_31_08,1
110,31,1.0,20.0,830.0,X   ,153.6,2.2,9.6,-1.499,999.09999,9.0999,99.0,-0.9,-1.2,98.9,-0.9,0.0,54.8,9.2,99.76,0.56,0.1,3.8,8.2,2020_01_31_08,31,1.0,20.0,930.0,X   ,143.2,2.2,14.0,-0.899,999.09999,9.0999,99.0,-0.2,-1.2,93.2,-1.1,0.0,141.6,57.5,99.8,0.56,0.1,3.8,8.3,2020_01_31_09,2
111,31,1.0,20.0,930.0,X   ,143.2,2.2,14.0,-0.899,999.09999,9.0999,99.0,-0.2,-1.2,93.2,-1.1,0.0,141.6,57.5,99.8,0.56,0.1,3.8,8.3,2020_01_31_09,31,1.0,20.0,1030.0,X   ,162.4,2.0,17.9,0.299,999.09999,9.0999,99.0,0.8,-1.1,86.2,-1.2,0.0,229.5,110.0,99.86,0.56,0.1,3.8,8.3,2020_01_31_10,2
112,31,1.0,20.0,1030.0,X   ,162.4,2.0,17.9,0.299,999.09999,9.0999,99.0,0.8,-1.1,86.2,-1.2,0.0,229.5,110.0,99.86,0.56,0.1,3.8,8.3,2020_01_31_10,31,1.0,20.0,1130.0,X   ,180.1,2.9,16.4,1.099,999.09999,9.0999,99.0,1.6,-1.0,82.0,-1.2,0.0,201.9,107.2,99.86,0.57,0.1,3.8,8.3,2020_01_31_11,2
113,31,1.0,20.0,1130.0,X   ,180.1,2.9,16.4,1.099,999.09999,9.0999,99.0,1.6,-1.0,82.0,-1.2,0.0,201.9,107.2,99.86,0.57,0.1,3.8,8.3,2020_01_31_11,31,1.0,20.0,1230.0,X   ,174.3,3.8,11.1,1.2990000000000002,999.09999,9.0999,99.0,1.8,-1.0,81.2,-1.1,0.0,134.9,75.6,99.81,0.57,0.1,3.9,8.3,2020_01_31_12,2
114,31,1.0,20.0,1230.0,X   ,174.3,3.8,11.1,1.2990000000000002,999.09999,9.0999,99.0,1.8,-1.0,81.2,-1.1,0.0,134.9,75.6,99.81,0.57,0.1,3.9,8.3,2020_01_31_12,31,1.0,20.0,1330.0,X   ,180.3,4.1,11.2,1.099,999.09999,9.0999,99.0,1.6,-0.7,84.4,-1.0,0.0,85.7,49.1,99.74,0.58,0.1,3.8,8.3,2020_01_31_13,1
115,31,1.0,20.0,1330.0,X   ,180.3,4.1,11.2,1.099,999.09999,9.0999,99.0,1.6,-0.7,84.4,-1.0,0.0,85.7,49.1,99.74,0.58,0.1,3.8,8.3,2020_01_31_13,31,1.0,20.0,1430.0,X   ,168.8,3.4,11.9,1.099,999.09999,9.0999,99.0,1.5,-0.4,86.4,-1.0,0.0,78.8,45.5,99.69,0.59,0.1,3.8,8.2,2020_01_31_14,1
